IngredientID,IngredientName,Category,VegNonVeg,Calories_100g,Protein_g,Carbs_g,Fat_g,Rasa,Virya,Guna,DoshaEffect
ING411,Hemp Seed Oil,Oil/Fat,Veg,884,0.0,0.0,100.0,"Sweet",Heating,"Heavy, Oily","V- P0 K0"
ING412,Walnut Oil,Oil/Fat,Veg,884,0.0,0.0,100.0,"Sweet",Heating,"Heavy, Oily","V- P+ K+"
ING413,Almond Oil,Oil/Fat,Veg,884,0.0,0.0,100.0,"Sweet",Heating,"Heavy, Oily","V- P0 K0"
ING414,Apricot Oil,Oil/Fat,Veg,884,0.0,0.0,100.0,"Sweet",Heating,"Light, Oily","V- P0 K0"
ING415,Hazelnut Oil,Oil/Fat,Veg,884,0.0,0.0,100.0,"Sweet",Heating,"Heavy, Oily","V- P+ K+"
ING416,Macadamia Nut Oil,Oil/Fat,Veg,884,0.0,0.0,100.0,"Sweet",Heating,"Heavy, Oily","V- P- K0"
ING417,Pistachio Oil,Oil/Fat,Veg,884,0.0,0.0,100.0,"Sweet",Heating,"Heavy, Oily","V- P+ K+"
ING418,Pecan Oil,Oil/Fat,Veg,884,0.0,0.0,100.0,"Sweet",Heating,"Heavy, Oily","V- P+ K+"
ING419,Brazil Nut Oil,Oil/Fat,Veg,884,0.0,0.0,100.0,"Sweet",Heating,"Heavy, Oily","V- P+ K+"
ING420,Pine Nut Oil,Oil/Fat,Veg,884,0.0,0.0,100.0,"Sweet",Heating,"Heavy, Oily","V- P0 K0"
ING421,Chestnut,Nuts,Veg,131,1.6,28.0,1.4,"Sweet, Astringent",Heating,"Heavy, Dry","V+ P0 K+"
ING422,Pecan,Nuts,Veg,691,9.2,13.9,72.0,"Sweet",Heating,"Heavy, Oily","V- P+ K+"
ING423,Brazil Nut,Nuts,Veg,656,14.0,12.0,66.0,"Sweet",Heating,"Heavy, Oily","V- P+ K+"
ING424,Macadamia Nut,Nuts,Veg,718,7.9,13.8,75.8,"Sweet",Heating,"Heavy, Oily","V- P- K0"
ING425,Pine Nut,Nuts,Veg,673,13.7,13.1,68.4,"Sweet",Heating,"Heavy, Oily","V- P0 K0"
ING426,Hazelnut,Nuts,Veg,628,15.0,17.0,61.0,"Sweet",Heating,"Heavy, Oily","V- P+ K+"
ING427,Areca Nut (Supari),Nuts,Veg,330,5.0,70.0,4.0,"Astringent, Pungent",Heating,"Light, Dry","V+ P0 K-"
ING428,Tigernut,Nuts,Veg,400,4.0,63.0,25.0,"Sweet",Heating,"Heavy, Oily","V- P0 K+"
ING429,Kishmish (Golden Raisin),Fruit,Veg,299,3.1,79.0,0.5,"Sweet",Cooling,"Heavy, Oily","V- P- K+"
ING430,Munakka (Black Raisin),Fruit,Veg,295,3.0,78.0,0.4,"Sweet",Cooling,"Heavy, Oily","V- P- K+"
ING431,Dried Apricot,Fruit,Veg,241,3.4,63.0,0.5,"Sweet, Sour",Heating,"Heavy, Moist","V- P0 K0"
ING432,Dried Plum (Prune),Fruit,Veg,240,2.2,64.0,0.4,"Sweet, Sour",Heating,"Heavy, Moist","V- P0 K+"
ING433,Dried Fig,Fruit,Veg,249,3.3,64.0,0.9,"Sweet",Cooling,"Heavy, Oily","V- P- K+"
ING434,Dried Cranberry,Fruit,Veg,308,0.1,82.0,1.4,"Sour, Sweet",Heating,"Light, Dry","V- P+ K0"
ING435,Dried Blueberry,Fruit,Veg,340,2.0,85.0,1.0,"Sweet, Sour",Cooling,"Light, Moist","V- P- K0"
ING436,Dried Cherry,Fruit,Veg,325,3.0,80.0,1.0,"Sweet, Sour",Heating,"Light, Moist","V- P0 K0"
ING437,Dried Mango,Fruit,Veg,320,2.0,80.0,1.0,"Sweet, Sour",Heating,"Heavy, Moist","V- P+ K+"
ING438,Dried Pineapple,Fruit,Veg,300,2.0,75.0,1.0,"Sweet, Sour",Heating,"Heavy, Oily","V- P+ K0"
ING439,Dried Papaya,Fruit,Veg,310,2.0,78.0,1.0,"Sweet",Heating,"Heavy, Moist","V- P- K0"
ING440,Dried Kiwi,Fruit,Veg,290,2.0,72.0,1.0,"Sour, Sweet",Cooling,"Light, Moist","V+ P- K0"
ING441,Crystallized Ginger,Spice,Veg,340,0.5,85.0,0.5,"Pungent, Sweet",Heating,"Light, Oily","V- P+ K-"
ING442,Quince,Fruit,Veg,57,0.4,15.3,0.1,"Astringent, Sour, Sweet",Cooling,"Heavy, Dry","V+ P- K+"
ING443,Loquat,Fruit,Veg,47,0.4,12.1,0.2,"Sweet, Sour",Cooling,"Light, Moist","V- P- K0"
ING444,Soursop,Fruit,Veg,66,1.0,16.8,0.3,"Sour, Sweet",Cooling,"Heavy, Moist","V- P- K-"
ING445,Longan,Fruit,Veg,60,1.3,15.1,0.1,"Sweet",Heating,"Heavy, Moist","V- P0 K+"
ING446,Carob Powder,Flour,Veg,222,4.6,89.0,0.7,"Sweet",Heating,"Heavy, Dry","V- P0 K+"
ING447,Lucuma Powder,Flour,Veg,329,4.0,87.0,2.4,"Sweet",Neutral,"Heavy, Dry","V- P0 K0"
ING448,Maca Powder,Flour,Veg,325,14.0,75.0,4.0,"Sweet, Pungent",Heating,"Light, Dry","V- P+ K0"
ING449,Spirulina,Algae,Veg,290,57.0,24.0,8.0,"Salty, Sweet",Heating,"Light, Oily","V- P0 K-"
ING450,Chlorella,Algae,Veg,410,58.0,23.0,13.0,"Salty, Sweet",Heating,"Heavy, Oily","V- P0 K-"
ING451,Nutritional Yeast,Condiment,Veg,388,52.0,38.0,4.0,"Salty, Pungent",Heating,"Light, Dry","V- P+ K-"
ING452,Gelatin,Condiment,Non-Veg,335,86.0,0.0,0.1,"Sweet",Cooling,"Heavy, Moist","V- P- K+"
ING453,Agar Agar,Algae,Veg,26,0.5,7.0,0.0,"Neutral",Cooling,"Light, Dry","V- P- K-"
ING44,Xanthan Gum,Condiment,Veg,300,6.0,78.0,0.0,"Neutral",Cooling,"Heavy, Moist","V+ P0 K+"
ING455,Guar Gum,Condiment,Veg,335,5.0,80.0,0.5,"Neutral",Cooling,"Heavy, Moist","V+ P0 K+"
ING456,Baking Soda,Leavening,Veg,0,0.0,0.0,0.0,"Salty, Pungent",Heating,"Light, Dry","V- P+ K-"
ING457,Baking Powder,Leavening,Veg,53,0.0,28.0,0.0,"Salty, Sour",Heating,"Light, Dry","V- P+ K-"
ING458,Cream of Tartar,Leavening,Veg,258,0.0,61.5,0.0,"Sour",Heating,"Light, Dry","V- P+ K0"
ING459,Yeast (Active Dry),Leavening,Veg,325,40.0,41.0,8.0,"Sour",Heating,"Light, Dry","V- P+ K+"
ING460,Yeast (Instant),Leavening,Veg,325,40.0,41.0,8.0,"Sour",Heating,"Light, Dry","V- P+ K+"
ING461,Yeast (Fresh),Leavening,Veg,105,8.0,14.0,1.0,"Sour",Heating,"Light, Dry","V- P+ K+"
ING462,Liquid Smoke,Flavoring,Veg,0,0.0,0.0,0.0,"Pungent",Heating,"Light, Dry","V- P+ K-"
ING463,Vanilla Extract,Flavoring,Veg,288,0.1,12.7,0.1,"Sweet, Bitter",Cooling,"Light, Dry","V- P- K0"
ING464,Almond Extract,Flavoring,Veg,275,0.0,10.0,0.0,"Sweet, Bitter",Heating,"Light, Dry","V- P0 K0"
ING465,Peppermint Extract,Flavoring,Veg,290,0.0,15.0,0.0,"Pungent",Cooling,"Light, Dry","V- P- K-"
ING466,Lemon Extract,Flavoring,Veg,280,0.0,12.0,0.0,"Sour",Heating,"Light, Dry","V- P+ K0"
ING467,Orange Extract,Flavoring,Veg,285,0.0,13.0,0.0,"Sweet, Sour",Heating,"Light, Dry","V- P+ K0"
ING468,Rose Essence,Flavoring,Veg,0,0.0,0.0,0.0,"Sweet, Bitter, Astringent",Cooling,"Light, Moist","V- P- K-"
ING469,Kewra Essence,Flavoring,Veg,0,0.0,0.0,0.0,"Sweet, Pungent",Cooling,"Light, Moist","V- P- K0"
ING470,Vetiver (Khus) Essence,Flavoring,Veg,0,0.0,0.0,0.0,"Bitter, Sweet",Cooling,"Light, Dry","V- P- K-"
ING471,Sandalwood Essence,Flavoring,Veg,0,0.0,0.0,0.0,"Bitter, Sweet",Cooling,"Light, Dry","V- P- K-"
ING472,Silver Leaf (Vark),Garnish,Veg,0,0.0,0.0,0.0,"Astringent",Cooling,"Light, Dry","V- P- K-"
ING473,Gold Leaf (Vark),Garnish,Veg,0,0.0,0.0,0.0,"Sweet",Cooling,"Heavy, Oily","V- P- K-"
ING474,Betel Nut (Areca),Nuts,Veg,330,5.0,70.0,4.0,"Astringent, Pungent",Heating,"Light, Dry","V+ P0 K-"
ING475,Edible Camphor,Flavoring,Veg,0,0.0,0.0,0.0,"Pungent, Bitter",Cooling,"Light, Dry","V- P- K-"
ING476,Rock Sugar (Mishri),Sweetener,Veg,387,0.0,100.0,0.0,"Sweet",Cooling,"Heavy, Moist","V- P- K+"
ING477,Palm Jaggery,Sweetener,Veg,360,0.5,90.0,0.1,"Sweet",Cooling,"Heavy, Moist","V- P- K0"
ING478,Date Palm Jaggery (Khajur Gur),Sweetener,Veg,350,0.5,88.0,0.1,"Sweet",Heating,"Heavy, Moist","V- P+ K0"
ING479,Sugarcane Juice,Beverage,Veg,73,0.2,20.0,0.1,"Sweet",Cooling,"Heavy, Moist","V- P- K+"
ING480,Coconut Water,Beverage,Veg,19,0.7,3.7,0.2,"Sweet",Cooling,"Light, Moist","V- P- K-"
ING481,Tender Coconut Flesh,Fruit,Veg,100,1.0,10.0,6.0,"Sweet",Cooling,"Heavy, Oily","V- P- K+"
ING482,Palmyra Fruit (Nungu),Fruit,Veg,27,0.5,6.0,0.1,"Sweet",Cooling,"Heavy, Moist","V- P- K-"
ING483,Ice Apple,Fruit,Veg,27,0.5,6.0,0.1,"Sweet",Cooling,"Heavy, Moist","V- P- K-"
ING484,Tamarind Leaves,Herb,Veg,40,2.0,8.0,0.5,"Sour",Heating,"Light, Dry","V- P+ K0"
ING485,Pumpkin Flowers,Vegetable,Veg,5,0.5,1.0,0.1,"Sweet, Astringent",Cooling,"Light, Dry","V- P- K-"
ING486,Banana Flower,Vegetable,Veg,27,1.6,5.7,0.3,"Astringent, Bitter",Cooling,"Light, Dry","V+ P- K-"
ING487,Drumstick Leaves,Herb,Veg,64,9.4,8.3,1.4,"Pungent, Bitter",Heating,"Light, Dry","V- P0 K-"
ING488,Agathi Leaves (Sesbania),Herb,Veg,90,8.4,12.0,1.4,"Bitter",Cooling,"Light, Dry","V+ P- K-"
ING489,Gongura Leaves (Roselle),Herb,Veg,30,1.7,5.6,0.3,"Sour",Heating,"Light, Dry","V- P+ K-"
ING490,Ponnaganti Kura (Sessile Joyweed),Herb,Veg,35,4.0,6.0,0.5,"Astringent",Cooling,"Light, Dry","V+ P- K-"
ING491,Siru Keerai (Tropical Amaranth),Herb,Veg,25,2.8,4.5,0.4,"Astringent",Cooling,"Light, Dry","V+ P- K-"
ING492,Malabar Spinach,Herb,Veg,19,1.8,3.4,0.3,"Sweet, Astringent",Cooling,"Heavy, Moist","V- P- K+"
ING493,Turkey Berry (Sundakkai),Vegetable,Veg,30,2.0,6.0,0.2,"Bitter, Astringent",Heating,"Light, Dry","V- P0 K-"
ING494,Air Potato (Karanda),Vegetable,Veg,120,1.8,28.0,0.2,"Sweet",Heating,"Heavy, Dry","V- P0 K+"
ING495,Purple Yam (Kand),Vegetable,Veg,140,1.5,33.0,0.2,"Sweet",Heating,"Heavy, Moist","V- P0 K+"
ING496,Elephant Foot Yam,Vegetable,Veg,118,1.5,27.9,0.2,"Pungent, Astringent",Heating,"Light, Dry","V0 P0 K-"
ING497,Winged Beans,Legume,Veg,409,29.7,38.0,16.0,"Sweet",Heating,"Heavy, Dry","V0 P0 K+"
ING498,Sword Beans,Legume,Veg,350,25.0,60.0,2.0,"Sweet",Cooling,"Heavy, Dry","V+ P- K+"
ING499,Velvet Beans,Legume,Veg,360,28.0,55.0,5.0,"Sweet",Heating,"Heavy, Oily","V- P+ K+"
ING500,Sarsaparilla (Nannari),Herb,Veg,250,2.0,60.0,1.0,"Sweet, Bitter",Cooling,"Light, Dry","V- P- K-"
ING501,Sona Masuri Rice,Grain,Veg,135,2.8,30.0,0.3,"Sweet",Cooling,"Heavy, Soft","V- P- K+"
ING502,Kolam Rice,Grain,Veg,132,2.5,29.0,0.3,"Sweet",Cooling,"Light, Soft","V- P- K0"
ING503,Red Rice,Grain,Veg,111,2.6,23.0,0.9,"Sweet, Astringent",Heating,"Heavy, Dry","V+ P+ K0"
ING504,Black Rice,Grain,Veg,160,4.0,34.0,1.5,"Sweet, Astringent",Cooling,"Heavy, Dry","V- P- K0"
ING505,Idli Rice,Grain,Veg,140,2.5,31.0,0.4,"Sweet",Cooling,"Heavy, Soft","V- P- K+"
ING506,Arborio Rice,Grain,Veg,354,8.0,79.0,0.5,"Sweet",Cooling,"Heavy, Sticky","V- P- K+"
ING507,Jasmine Rice,Grain,Veg,130,2.7,28.0,0.3,"Sweet",Cooling,"Light, Soft","V- P- K0"
ING508,Sushi Rice,Grain,Veg,130,2.4,28.7,0.2,"Sweet",Cooling,"Heavy, Sticky","V- P- K+"
ING509,Wild Rice,Grain,Veg,101,4.0,21.0,0.3,"Sweet, Astringent",Cooling,"Light, Dry","V+ P- K-"
ING510,Spelt Flour,Flour,Veg,338,14.6,70.2,2.5,"Sweet",Heating,"Heavy, Oily","V- P+ K+"
ING511,Rye Flour,Flour,Veg,325,10.0,75.0,1.5,"Pungent, Astringent",Heating,"Light, Dry","V+ P0 K-"
ING512,Almond Flour,Flour,Veg,579,21.0,22.0,49.0,"Sweet",Heating,"Heavy, Oily","V- P0 K+"
ING513,Coconut Flour,Flour,Veg,443,18.0,60.0,14.0,"Sweet",Cooling,"Heavy, Dry","V- P- K+"
ING514,Tapioca Flour,Flour,Veg,358,0.2,88.7,0.0,"Sweet",Cooling,"Heavy, Sticky","V- P- K+"
ING515,Oat Flour,Flour,Veg,404,14.7,67.7,8.2,"Sweet",Heating,"Heavy, Moist","V- P0 K+"
ING516,Bread Flour,Flour,Veg,361,13.0,73.0,1.0,"Sweet",Heating,"Heavy, Dry","V+ P+ K+"
ING517,Cake Flour,Flour,Veg,360,8.0,79.0,1.0,"Sweet",Heating,"Light, Dry","V0 P0 K+"
ING518,Pastry Flour,Flour,Veg,358,9.0,78.0,1.0,"Sweet",Heating,"Light, Dry","V0 P0 K+"
ING519,Pinto Beans,Legume,Veg,347,21.0,63.0,1.2,"Sweet, Astringent",Heating,"Heavy, Dry","V+ P0 K+"
ING520,Black Beans,Legume,Veg,341,21.6,62.4,1.4,"Sweet, Astringent",Cooling,"Heavy, Dry","V+ P- K0"
ING521,Navy Beans,Legume,Veg,337,22.0,61.0,1.5,"Sweet",Cooling,"Light, Dry","V+ P- K0"
ING522,Lima Beans,Legume,Veg,115,7.8,21.0,0.4,"Sweet",Cooling,"Heavy, Moist","V+ P- K+"
ING523,Adzuki Beans,Legume,Veg,329,19.9,62.9,0.5,"Sweet",Neutral,"Light, Dry","V0 P0 K0"
ING524,Edamame,Legume,Veg,122,11.0,10.0,5.0,"Sweet",Cooling,"Heavy, Moist","V- P- K0"
ING525,Lentils (Brown),Legume,Veg,352,24.6,63.0,1.1,"Sweet, Astringent",Heating,"Light, Dry","V+ P0 K0"
ING526,Lentils (Green),Legume,Veg,352,24.6,63.0,1.1,"Sweet, Astringent",Cooling,"Light, Dry","V+ P- K0"
ING527,Lentils (Black/Beluga),Legume,Veg,341,26.0,60.0,1.0,"Sweet, Astringent",Cooling,"Heavy, Dry","V+ P- K0"
ING528,Baby Corn,Vegetable,Veg,26,2.0,6.0,0.5,"Sweet",Cooling,"Light, Dry","V+ P- K0"
ING529,Cherry Tomato,Vegetable,Veg,18,0.9,3.9,0.2,"Sour, Sweet",Heating,"Light, Oily","V- P+ K+"
ING530,Bean Sprouts,Vegetable,Veg,30,3.0,6.0,0.2,"Sweet, Astringent",Cooling,"Light, Dry","V+ P- K-"
ING531,Jalapeno,Vegetable,Veg,29,0.9,6.5,0.4,"Pungent",Heating,"Sharp, Light","V+ P+ K-"
ING532,Habanero Chili,Vegetable,Veg,40,1.9,8.8,0.4,"Pungent",Heating,"Very Sharp, Light","V+ P+ K-"
ING533,Capsicum (Red),Vegetable,Veg,31,1.0,6.0,0.3,"Sweet, Pungent",Heating,"Light, Dry","V+ P+ K0"
ING534,Capsicum (Yellow),Vegetable,Veg,27,1.0,6.3,0.2,"Sweet",Heating,"Light, Dry","V+ P0 K0"
ING535,Romaine Lettuce,Vegetable,Veg,17,1.2,3.3,0.3,"Bitter, Sweet",Cooling,"Light, Moist","V+ P- K-"
ING536,Iceberg Lettuce,Vegetable,Veg,14,0.9,3.0,0.1,"Sweet",Cooling,"Heavy, Moist","V+ P- K+"
ING537,Arugula,Vegetable,Veg,25,2.6,3.7,0.7,"Pungent, Bitter",Heating,"Light, Dry","V+ P+ K-"
ING538,Grapefruit,Fruit,Veg,42,0.8,11.0,0.1,"Sour, Bitter, Sweet",Heating,"Light, Dry","V0 P+ K-"
ING539,Tangerine,Fruit,Veg,53,0.8,13.3,0.3,"Sweet, Sour",Heating,"Light, Moist","V- P+ K0"
ING540,Nectarine,Fruit,Veg,44,1.1,10.6,0.3,"Sweet, Sour",Heating,"Light, Moist","V- P0 K0"
ING541,Hilsa Fish (Ilish),Fish,Non-Veg,250,22.0,0.0,18.0,"Sweet",Heating,"Heavy, Oily","V- P+ K+"
ING542,Bhetki Fish (Barramundi),Fish,Non-Veg,97,19.0,0.0,2.0,"Sweet",Heating,"Light, Oily","V- P+ K0"
ING543,Katla Fish (Indian Carp),Fish,Non-Veg,105,19.0,0.0,3.0,"Sweet",Heating,"Heavy, Oily","V- P+ K+"
ING544,Pabda Fish (Butter Catfish),Fish,Non-Veg,120,18.0,0.0,5.0,"Sweet",Heating,"Light, Oily","V- P+ K0"
ING545,Tilapia Fish,Fish,Non-Veg,96,20.0,0.0,1.7,"Sweet",Heating,"Light, Oily","V- P0 K0"
ING546,Seer Fish (Surmai),Fish,Non-Veg,134,20.0,0.0,6.0,"Sweet",Heating,"Heavy, Oily","V- P+ K+"
ING547,Lady Fish (Kane),Fish,Non-Veg,100,18.0,0.0,3.0,"Sweet",Heating,"Light, Oily","V- P0 K0"
ING548,Pearl Spot Fish (Karimeen),Fish,Non-Veg,95,17.0,0.0,3.0,"Sweet",Heating,"Light, Oily","V- P0 K0"
ING549,Trotters (Paya),Meat,Non-Veg,250,20.0,0.0,18.0,"Sweet",Heating,"Heavy, Sticky","V- P+ K+"
ING550,Brain (Bheja),Meat,Non-Veg,143,12.0,0.0,10.0,"Sweet",Heating,"Heavy, Oily","V- P+ K+"
ING551,Liver (Kaleji),Meat,Non-Veg,135,20.0,4.0,3.6,"Sweet, Bitter",Heating,"Light, Dry","V- P+ K-"
ING552,Kidney (Gurda),Meat,Non-Veg,99,17.0,1.0,3.0,"Sweet",Heating,"Light, Dry","V- P0 K0"
ING553,Tripe (Boti),Meat,Non-Veg,85,12.0,0.0,4.0,"Sweet, Astringent",Heating,"Heavy, Dry","V+ P+ K+"
ING554,Salami,Meat,Non-Veg,330,12.0,1.5,30.0,"Salty, Pungent",Heating,"Heavy, Oily","V- P+ K+"
ING555,Sausage,Meat,Non-Veg,300,12.0,2.0,27.0,"Salty, Pungent",Heating,"Heavy, Oily","V- P+ K+"
ING556,Bacon,Meat,Non-Veg,541,37.0,1.4,42.0,"Salty, Sweet",Heating,"Heavy, Oily","V- P+ K+"
ING557,Ham,Meat,Non-Veg,145,21.0,1.5,6.0,"Salty, Sweet",Heating,"Heavy, Oily","V- P+ K+"
ING558,Prosciutto,Meat,Non-Veg,250,25.0,0.0,16.0,"Salty, Sweet",Heating,"Heavy, Dry","V- P+ K+"
ING559,Pepperoni,Meat,Non-Veg,500,22.0,2.0,45.0,"Salty, Pungent",Heating,"Heavy, Oily","V- P+ K+"
ING560,Chorizo,Meat,Non-Veg,455,24.0,1.9,38.0,"Pungent, Salty",Heating,"Heavy, Oily","V- P+ K+"
ING561,Soy Sauce,Condiment,Veg,53,8.0,5.0,0.1,"Salty",Heating,"Heavy, Oily","V- P+ K+"
ING562,Schezwan Sauce,Condiment,Veg,150,2.0,15.0,9.0,"Pungent, Salty, Sour",Heating,"Sharp, Oily","V+ P+ K+"
ING563,Hakka Noodles,Noodles,Veg,138,4.5,25.0,2.1,"Sweet",Heating,"Heavy, Dry","V+ P0 K+"
ING564,Rice Noodles,Noodles,Veg,109,2.0,24.0,0.2,"Sweet",Cooling,"Light, Dry","V+ P- K0"
ING565,Udon Noodles,Noodles,Veg,130,4.0,27.0,0.2,"Sweet",Cooling,"Heavy, Moist","V- P- K+"
ING566,Soba Noodles,Noodles,Veg,99,5.0,21.0,0.1,"Sweet, Astringent",Cooling,"Light, Dry","V+ P- K-"
ING567,Ramen Noodles,Noodles,Veg,138,4.5,25.0,2.1,"Salty, Sweet",Heating,"Heavy, Oily","V+ P0 K+"
ING568,Momo Wrappers,Dough,Veg,290,10.0,60.0,1.0,"Sweet",Heating,"Heavy, Dry","V+ P+ K+"
ING569,Wonton Wrappers,Dough,Veg,290,10.0,60.0,1.0,"Sweet",Heating,"Heavy, Dry","V+ P+ K+"
ING570,Spring Roll Wrappers,Dough,Veg,280,7.0,60.0,1.5,"Sweet",Heating,"Light, Dry","V+ P0 K0"
ING571,Rice Paper,Dough,Veg,340,1.0,84.0,0.2,"Sweet",Cooling,"Light, Dry","V+ P- K-"
ING572,Panko Breadcrumbs,Bread,Veg,380,14.0,75.0,3.0,"Sweet",Heating,"Light, Dry","V+ P0 K0"
ING573,Regular Breadcrumbs,Bread,Veg,393,13.0,73.0,5.0,"Sweet",Heating,"Heavy, Dry","V+ P+ K+"
ING574,Croutons,Bread,Veg,407,14.0,72.0,7.0,"Salty, Pungent",Heating,"Light, Dry","V+ P+ K-"
ING575,Tortilla (Corn),Bread,Veg,218,5.7,45.0,2.8,"Sweet",Heating,"Heavy, Dry","V+ P+ K0"
ING576,Tortilla (Flour),Bread,Veg,300,8.0,50.0,8.0,"Sweet",Heating,"Heavy, Dry","V+ P+ K+"
ING577,Taco Shells,Bread,Veg,480,7.0,60.0,24.0,"Salty, Sweet",Heating,"Light, Dry","V+ P+ K-"
ING578,Pita Bread,Bread,Veg,275,9.0,56.0,1.2,"Sweet",Heating,"Heavy, Dry","V+ P+ K+"
ING579,Naan Bread,Bread,Veg,290,9.0,50.0,6.0,"Sweet",Heating,"Heavy, Oily","V- P0 K+"
ING580,Kulcha Bread,Bread,Veg,280,8.0,52.0,4.0,"Sweet",Heating,"Heavy, Oily","V- P0 K+"
ING581,Spaghetti,Pasta,Veg,158,5.8,31.0,0.9,"Sweet",Heating,"Heavy, Dry","V+ P+ K+"
ING582,Penne,Pasta,Veg,158,5.8,31.0,0.9,"Sweet",Heating,"Heavy, Dry","V+ P+ K+"
ING583,Fusilli,Pasta,Veg,158,5.8,31.0,0.9,"Sweet",Heating,"Heavy, Dry","V+ P+ K+"
ING584,Macaroni,Pasta,Veg,158,5.8,31.0,0.9,"Sweet",Heating,"Heavy, Dry","V+ P+ K+"
ING585,Lasagna Sheets,Pasta,Veg,158,5.8,31.0,0.9,"Sweet",Heating,"Heavy, Dry","V+ P+ K+"
ING586,Fettuccine,Pasta,Veg,158,5.8,31.0,0.9,"Sweet",Heating,"Heavy, Dry","V+ P+ K+"
ING587,Gnocchi,Pasta,Veg,143,3.8,32.0,0.4,"Sweet",Heating,"Heavy, Moist","V- P0 K+"
ING588,Ravioli (Cheese),Pasta,Veg,210,10.0,25.0,7.0,"Sweet, Salty",Heating,"Heavy, Oily","V- P0 K+"
ING589,Tortellini (Cheese),Pasta,Veg,210,10.0,25.0,7.0,"Sweet, Salty",Heating,"Heavy, Oily","V- P0 K+"
ING590,Couscous,Grain,Veg,112,3.8,23.2,0.2,"Sweet",Neutral,"Light, Dry","V+ P0 K0"
ING591,Bulgur Wheat,Grain,Veg,83,3.1,18.6,0.2,"Sweet",Heating,"Heavy, Dry","V+ P0 K+"
ING592,Freekeh,Grain,Veg,120,8.0,21.0,1.5,"Sweet, Pungent",Heating,"Light, Dry","V0 P0 K-"
ING593,Polenta,Grain,Veg,85,2.1,18.0,0.5,"Sweet",Heating,"Heavy, Dry","V+ P+ K0"
ING594,Grits,Grain,Veg,72,1.8,15.0,0.4,"Sweet",Heating,"Heavy, Dry","V+ P+ K0"
ING595,Mozzarella Cheese,Cheese,Veg,280,28.0,3.1,17.0,"Sweet, Salty",Cooling,"Heavy, Oily","V- P- K+"
ING596,Cheddar Cheese,Cheese,Veg,404,25.0,1.3,33.0,"Salty, Sour",Heating,"Heavy, Oily","V- P+ K+"
ING597,Parmesan Cheese,Cheese,Veg,431,38.0,4.1,29.0,"Salty, Pungent",Heating,"Heavy, Dry","V- P+ K+"
ING598,Feta Cheese,Cheese,Veg,264,14.0,4.1,21.0,"Salty, Sour",Heating,"Heavy, Moist","V- P+ K+"
ING599,Ricotta Cheese,Cheese,Veg,174,11.0,3.0,13.0,"Sweet",Cooling,"Heavy, Moist","V- P- K+"
ING600,Cream Cheese,Cheese,Veg,342,6.0,4.0,34.0,"Sweet, Sour",Cooling,"Heavy, Oily","V- P- K+"
ING601,Blue Cheese,Cheese,Veg,353,21.0,2.3,29.0,"Salty, Pungent",Heating,"Heavy, Oily","V- P+ K+"
ING602,Goat Cheese,Cheese,Veg,364,22.0,0.1,30.0,"Sour, Salty",Heating,"Light, Dry","V0 P+ K0"
ING603,Brie Cheese,Cheese,Veg,334,21.0,0.5,28.0,"Sweet, Salty",Cooling,"Heavy, Oily","V- P- K+"
ING604,Camembert Cheese,Cheese,Veg,300,20.0,0.5,24.0,"Sweet, Salty",Cooling,"Heavy, Oily","V- P- K+"
ING605,Gouda Cheese,Cheese,Veg,356,25.0,2.2,27.0,"Sweet, Salty",Heating,"Heavy, Oily","V- P+ K+"
ING606,Swiss Cheese,Cheese,Veg,380,27.0,5.4,28.0,"Sweet, Salty",Heating,"Heavy, Oily","V- P0 K+"
ING607,Provolone Cheese,Cheese,Veg,351,26.0,2.1,27.0,"Salty",Heating,"Heavy, Oily","V- P+ K+"
ING608,Mascarpone Cheese,Cheese,Veg,455,5.0,5.0,48.0,"Sweet",Cooling,"Heavy, Oily","V- P- K+"
ING609,Halloumi Cheese,Cheese,Veg,321,22.0,1.8,26.0,"Salty",Heating,"Heavy, Oily","V- P+ K+"
ING610,Manchego Cheese,Cheese,Veg,420,26.0,0.0,35.0,"Salty, Pungent",Heating,"Heavy, Dry","V- P+ K+"
ING611,Tomato Ketchup,Sauce,Veg,112,1.2,25.0,0.1,"Sweet, Sour, Salty",Heating,"Heavy, Moist","V- P+ K+"
ING612,Mayonnaise,Sauce,Veg,720,1.0,1.0,79.0,"Sour, Sweet, Salty",Cooling,"Heavy, Oily","V- P- K+"
ING613,Mustard Sauce,Sauce,Veg,143,8.0,8.0,9.0,"Pungent, Sour",Heating,"Light, Oily","V0 P+ K-"
ING614,Barbecue Sauce,Sauce,Veg,130,1.0,32.0,0.2,"Sweet, Sour, Pungent",Heating,"Heavy, Moist","V- P+ K+"
ING615,Pesto Sauce,Sauce,Veg,450,5.0,5.0,45.0,"Pungent, Salty, Sweet",Heating,"Heavy, Oily","V- P+ K+"
ING616,Alfredo Sauce,Sauce,Veg,200,6.0,5.0,18.0,"Salty, Sweet",Cooling,"Heavy, Oily","V- P- K+"
ING617,Marinara Sauce,Sauce,Veg,40,1.5,7.0,1.0,"Sour, Sweet, Salty",Heating,"Light, Moist","V- P+ K0"
ING618,Salsa,Sauce,Veg,36,1.5,7.5,0.2,"Pungent, Sour, Salty",Heating,"Light, Moist","V+ P+ K-"
